seed,weight_decay,N,selected_proxy_reward_mean,selected_true_utility_mean,selected_spurious_utility_mean,oracle_best_true_utility_mean,random_candidate_true_utility_mean,proxy_minus_true_gap
90004,0.01,1,2.9065961837768555,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.880300283432007
90004,0.01,4,4.797856330871582,0.07395341247320175,4.086941719055176,1.0250989198684692,0.026295948773622513,4.723902702331543
90004,0.01,16,5.224861145019531,0.06766809523105621,6.770405292510986,1.7644582986831665,0.026295948773622513,5.157193183898926
90004,0.01,64,5.241482734680176,0.08214151114225388,9.444757461547852,2.3461742401123047,0.026295948773622513,5.159341335296631
90004,0.01,256,5.241691589355469,0.06142565980553627,12.050490379333496,2.8388288021087646,0.026295948773622513,5.1802659034729
90004,0.1,1,2.76029896736145,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,2.7340030670166016
90004,0.1,4,4.507954120635986,0.07219169288873672,4.089537620544434,1.0250989198684692,0.026295948773622513,4.435762405395508
90004,0.1,16,4.877239227294922,0.06028583645820618,6.7769317626953125,1.7644582986831665,0.026295948773622513,4.816953182220459
90004,0.1,64,4.891305446624756,0.07075011730194092,9.452208518981934,2.3461742401123047,0.026295948773622513,4.820555210113525
90004,0.1,256,4.891497611999512,0.047017041593790054,12.017314910888672,2.8388288021087646,0.026295948773622513,4.844480514526367
90004,1.0,1,1.8665122985839844,0.026295941323041916,1.9270678758621216,0.026295941323041916,0.026295948773622513,1.8402163982391357
90004,1.0,4,2.7773046493530273,0.05958423763513565,4.10031795501709,1.0250989198684692,0.026295948773622513,2.7177205085754395
90004,1.0,16,2.8947606086730957,0.017112836241722107,6.804459571838379,1.7644582986831665,0.026295948773622513,2.877647876739502
90004,1.0,64,2.8976058959960938,0.030672110617160797,9.44692611694336,2.3461742401123047,0.026295948773622513,2.866933822631836
90004,1.0,256,2.897634744644165,0.01271673571318388,11.660402297973633,2.8388288021087646,0.026295948773622513,2.884917974472046
